"TOA5","Vilm-3","CR1000","E7307","CR1000.Std.27","CPU:Vilm.CR1","8424","Sensors"
"TIMESTAMP","RECORD","DiffV_Avg(1)","DiffV_Avg(2)","DiffV_Avg(3)","DiffV_Avg(4)","DiffV_Avg(5)","DiffV_Avg(6)","DiffV_Avg(7)","DiffV_Avg(8)","DiffV_Avg(9)","FullBR_Avg(1)","FullBR_Avg(2)","FullBR_Avg(3)","FullBR_Avg(4)","FullBR_Avg(5)"
"TS","RN","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV/V","mV/V","mV/V","mV/V","mV/V"
"","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2014-10-22 14:00:00",32,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0.7444452,-1.48889,2.233335,1.48889
"2014-10-22 15:00:00",92,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0.7443934,0.7443934
"2014-11-17 14:00:00",175,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",1.488845,-0.7444227,0,-0.7444227
"2014-11-17 15:00:00",235,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,1.269579E-005,0.7444385,2.233303
"2014-12-12 14:00:00",322,-0.0004966959,"NAN","NAN",0.001158957,"NAN","NAN","NAN","NAN","NAN",3611.009,2483.873,2887.167,2099.961,2196.871
"2014-12-12 15:00:00",382,-0.0008278688,"NAN","NAN",0.001159016,"NAN","NAN","NAN","NAN","NAN",3611.995,2484.039,2886.614,2100.847,2198.509
"2014-12-12 16:00:00",442,-0.002317949,"NAN","NAN",0.002317949,"NAN","NAN","NAN","NAN","NAN",3611.803,2484.652,2889.443,2100.735,2197.646
"2014-12-12 17:00:00",502,-0.002648683,"NAN","NAN",0.00248314,"NAN","NAN","NAN","NAN","NAN",3608.404,2484.365,2888.363,2099.747,2196.647
"2014-12-12 18:00:00",562,-0.002979909,"NAN","NAN",0.002979909,"NAN","NAN","NAN","NAN","NAN",3612.877,2487.347,2891.345,2100.492,2197.392
"2014-12-12 19:00:00",622,-0.006952433,"NAN","NAN",0.003476216,"NAN","NAN","NAN","NAN","NAN",3609.15,2482.875,2887.618,2099.747,2197.392
"2014-12-12 20:00:00",682,-0.006290409,"NAN","NAN",0.003476279,"NAN","NAN","NAN","NAN","NAN",3605.946,2483.467,2888.185,2100.363,2194.275
"2014-12-12 21:00:00",742,-0.0006621335,"NAN","NAN",0.002979601,"NAN","NAN","NAN","NAN","NAN",3609.892,2482.127,2887.616,2099.745,2195.9
"2014-12-12 22:00:00",802,0.00231755,"NAN","NAN",0.007780347,"NAN","NAN","NAN","NAN","NAN",3606.943,2482.149,2887.642,2099.764,2195.92
"2014-12-12 23:00:00",862,0.002317905,"NAN","NAN",0.007615972,"NAN","NAN","NAN","NAN","NAN",3606.633,2482.449,2888.735,2100.763,2193.948
"2014-12-13 00:00:00",922,-0.0003311388,"NAN","NAN",0.008112899,"NAN","NAN","NAN","NAN","NAN",3605.286,2481.057,2889.597,2100.847,2194.781
"2014-12-13 01:00:00",982,-0.001821157,"NAN","NAN",0.00695351,"NAN","NAN","NAN","NAN","NAN",3604.551,2481.064,2886.623,2099.362,2194.787
"2014-12-13 02:00:00",1042,-0.002317815,"NAN","NAN",0.008940143,"NAN","NAN","NAN","NAN","NAN",3605.045,2481.404,2887.764,2100.395,2195.088
"2014-12-13 03:00:00",1102,-0.004139044,"NAN","NAN",0.01175489,"NAN","NAN","NAN","NAN","NAN",3605.439,2481.676,2888.825,2100.625,2195.328
"2014-12-13 04:00:00",1162,-0.004801828,"NAN","NAN",0.0142399,"NAN","NAN","NAN","NAN","NAN",3604.618,2481.624,2887.274,2099.836,2195.283
"2014-12-13 05:00:00",1222,-0.004967308,"NAN","NAN",0.01755115,"NAN","NAN","NAN","NAN","NAN",3603.88,2480.883,2886.534,2100.585,2194.541
"2014-12-13 06:00:00",1282,-0.004967112,"NAN","NAN",0.01672261,"NAN","NAN","NAN","NAN","NAN",3603.939,2481.669,2888.818,2101.365,2193.832
"2014-12-13 07:00:00",1342,-0.004967744,"NAN","NAN",0.01821506,"NAN","NAN","NAN","NAN","NAN",3604.873,2481.053,2885.241,2101.476,2194.692
"2014-12-13 08:00:00",1402,-0.004967405,"NAN","NAN",0.01688918,"NAN","NAN","NAN","NAN","NAN",3605.011,2481.894,2886.843,2100.81,2194.03
"2014-12-13 09:00:00",1462,-0.004967524,"NAN","NAN",0.01655841,"NAN","NAN","NAN","NAN","NAN",3605.763,2481.152,2886.102,2100.068,2194.78
"2014-12-13 10:00:00",1522,-0.004470878,"NAN","NAN",0.01755234,"NAN","NAN","NAN","NAN","NAN",3603.965,2480.941,2885.11,2100.635,2193.847
"2014-12-13 11:00:00",1582,-0.003146095,"NAN","NAN",0.01821424,"NAN","NAN","NAN","NAN","NAN",3603.269,2480.23,2883.659,2100.664,2193.878
"2014-12-13 12:00:00",1642,-0.003642609,"NAN","NAN",0.01672289,"NAN","NAN","NAN","NAN","NAN",3601.722,2480.192,2884.36,2099.886,2195.335
"2014-12-13 13:00:00",1702,-0.002980571,"NAN","NAN",0.01655873,"NAN","NAN","NAN","NAN","NAN",3601.57,2480.087,2884.239,2100.543,2193.751
"2014-12-13 14:00:00",1762,-0.002483552,"NAN","NAN",0.01589473,"NAN","NAN","NAN","NAN","NAN",3603.136,2479.393,2883.552,2100.586,2193.797
"2014-12-13 15:00:00",1822,-0.001655684,"NAN","NAN",0.01672241,"NAN","NAN","NAN","NAN","NAN",3601.652,2480.144,2883.558,2100.591,2193.801
"2014-12-13 16:00:00",1882,-0.0009934655,"NAN","NAN",0.01606103,"NAN","NAN","NAN","NAN","NAN",3602.329,2479.351,2883.503,2099.805,2193.759
"2014-12-13 17:00:00",1942,-0.002318197,"NAN","NAN",0.01457152,"NAN","NAN","NAN","NAN","NAN",3600.945,2477.933,2883.59,2099.868,2193.825
"2014-12-13 18:00:00",2002,-0.003808227,"NAN","NAN",0.01407388,"NAN","NAN","NAN","NAN","NAN",3601.287,2479.66,2883.863,2098.575,2192.542
"2014-12-13 19:00:00",2062,-0.003477131,"NAN","NAN",0.01258391,"NAN","NAN","NAN","NAN","NAN",3602.034,2477.424,2883.864,2100.068,2191.796
"2014-12-13 20:00:00",2122,-0.002649221,"NAN","NAN",0.01241822,"NAN","NAN","NAN","NAN","NAN",3603.525,2478.169,2883.864,2100.068,2192.542
"2014-12-13 21:00:00",2182,-0.003477013,"NAN","NAN",0.01076218,"NAN","NAN","NAN","NAN","NAN",3604.423,2479.02,2883.986,2099.41,2192.635
"2014-12-13 22:00:00",2242,-0.003477087,"NAN","NAN",0.01125914,"NAN","NAN","NAN","NAN","NAN",3603.753,2479.072,2884.792,2101.692,2194.173
"2014-12-13 23:00:00",2302,-0.003642812,"NAN","NAN",0.01109402,"NAN","NAN","NAN","NAN","NAN",3603.736,2479.06,2884.033,2099.445,2192.671
"2014-12-14 00:00:00",2362,-0.003145789,"NAN","NAN",0.01076191,"NAN","NAN","NAN","NAN","NAN",3603.359,2480.06,2884.328,2100.406,2192.895
"2014-12-14 01:00:00",2422,-0.003145863,"NAN","NAN",0.01009987,"NAN","NAN","NAN","NAN","NAN",3603.39,2480.081,2884.353,2098.932,2193.659
"2014-12-14 02:00:00",2482,-0.002980468,"NAN","NAN",0.01010047,"NAN","NAN","NAN","NAN","NAN",3604.882,2479.335,2885.844,2099.677,2193.659
"2014-12-14 03:00:00",2542,-0.0009934776,"NAN","NAN",0.01010036,"NAN","NAN","NAN","NAN","NAN",3604.882,2479.335,2884.353,2100.423,2193.659
"2014-12-14 04:00:00",2602,0.0003311475,"NAN","NAN",0.009106555,"NAN","NAN","NAN","NAN","NAN",3607.865,2481.573,2886.591,2100.423,2193.659
"2014-12-14 05:00:00",2662,0.0003311396,"NAN","NAN",0.009437479,"NAN","NAN","NAN","NAN","NAN",3605.627,2482.319,2886.591,2099.677,2194.405
"2014-12-14 06:00:00",2722,0.0006622976,"NAN","NAN",0.008775443,"NAN","NAN","NAN","NAN","NAN",3608.611,2481.573,2889.574,2100.423,2194.406
"2014-12-14 07:00:00",2782,0.0009934453,"NAN","NAN",0.007781988,"NAN","NAN","NAN","NAN","NAN",3609.357,2485.302,2889.574,2100.423,2197.389
"2014-12-14 08:00:00",2842,0.000993483,"NAN","NAN",0.006954381,"NAN","NAN","NAN","NAN","NAN",3607.119,2485.302,2886.591,2100.423,2196.643
"2014-12-14 09:00:00",2902,0.0009935834,"NAN","NAN",0.006955083,"NAN","NAN","NAN","NAN","NAN",3608.7,2483.125,2888.153,2101.221,2195.951
"2014-12-14 10:00:00",2962,0.001655855,"NAN","NAN",0.008279277,"NAN","NAN","NAN","NAN","NAN",3607.164,2484.587,2889.609,2100.449,2195.178
"2014-12-14 11:00:00",3022,0.002649431,"NAN","NAN",0.00827947,"NAN","NAN","NAN","NAN","NAN",3609.36,2483.066,2885.847,2098.933,2197.391
"2014-12-14 12:00:00",3082,0.002649353,"NAN","NAN",0.009603905,"NAN","NAN","NAN","NAN","NAN",3608.614,2483.813,2888.084,2097.442,2198.883
"2014-12-14 13:00:00",3142,0.002980272,"NAN","NAN",0.009437529,"NAN","NAN","NAN","NAN","NAN",3607.868,2481.575,2888.084,2101.171,2197.391
"2014-12-14 14:00:00",3202,0.002318062,"NAN","NAN",0.008775521,"NAN","NAN","NAN","NAN","NAN",3607.122,2483.066,2886.593,2099.679,2196.645
"2014-12-14 15:00:00",3262,0.0009934732,"NAN","NAN",0.009437995,"NAN","NAN","NAN","NAN","NAN",3608.614,2481.575,2886.593,2098.933,2196.645
"2014-12-14 16:00:00",3322,0,"NAN","NAN",0.01026555,"NAN","NAN","NAN","NAN","NAN",3607.122,2483.812,2886.593,2098.188,2198.137
"2014-12-14 17:00:00",3382,-0.0003311407,"NAN","NAN",0.01009979,"NAN","NAN","NAN","NAN","NAN",3607.868,2480.829,2888.084,2099.679,2195.153
"2014-12-14 18:00:00",3442,-0.002318096,"NAN","NAN",0.008113336,"NAN","NAN","NAN","NAN","NAN",3607.119,2481.573,2885.844,2100.423,2195.897
"2014-12-14 19:00:00",3502,-0.002980394,"NAN","NAN",0.01125926,"NAN","NAN","NAN","NAN","NAN",3605.627,2481.573,2885.844,2099.677,2195.897
"2014-12-14 20:00:00",3562,-0.003808347,"NAN","NAN",0.0117562,"NAN","NAN","NAN","NAN","NAN",3607.865,2480.081,2888.082,2101.169,2194.406
"2014-12-14 21:00:00",3622,-0.004304968,"NAN","NAN",0.01208703,"NAN","NAN","NAN","NAN","NAN",3607.119,2482.319,2887.336,2101.169,2193.659
"2014-12-14 22:00:00",3682,-0.004305001,"NAN","NAN",0.01407404,"NAN","NAN","NAN","NAN","NAN",3607.119,2483.064,2886.59,2101.169,2195.897
"2014-12-14 23:00:00",3742,-0.003973769,"NAN","NAN",0.01556393,"NAN","NAN","NAN","NAN","NAN",3607.119,2483.81,2885.844,2100.423,2198.135
"2014-12-15 00:00:00",3802,-0.003642626,"NAN","NAN",0.01539837,"NAN","NAN","NAN","NAN","NAN",3607.865,2481.573,2886.591,2099.677,2198.135
"2014-12-15 01:00:00",3862,-0.004139611,"NAN","NAN",0.01275,"NAN","NAN","NAN","NAN","NAN",3608.482,2482.976,2885.741,2101.84,2198.056
"2014-12-15 02:00:00",3922,-0.004636025,"NAN","NAN",0.01225235,"NAN","NAN","NAN","NAN","NAN",3608.608,2483.808,2887.333,2102.659,2195.149
"2014-12-15 03:00:00",3982,-0.004967186,"NAN","NAN",0.01142453,"NAN","NAN","NAN","NAN","NAN",3608.611,2483.81,2888.082,2101.915,2198.135
"2014-12-15 04:00:00",4042,-0.003642662,"NAN","NAN",0.01026568,"NAN","NAN","NAN","NAN","NAN",3607.119,2483.81,2886.591,2099.677,2198.881
"2014-12-15 05:00:00",4102,-0.002318061,"NAN","NAN",0.00976897,"NAN","NAN","NAN","NAN","NAN",3609.357,2484.556,2887.336,2100.423,2198.881
"2014-12-15 06:00:00",4162,-0.001655722,"NAN","NAN",0.009603187,"NAN","NAN","NAN","NAN","NAN",3608.611,2483.81,2886.591,2098.932,2198.135
"2014-12-15 07:00:00",4222,-0.001324543,"NAN","NAN",0.01241759,"NAN","NAN","NAN","NAN","NAN",3607.119,2483.81,2886.591,2100.423,2195.897
"2014-12-15 08:00:00",4282,-0.001490162,"NAN","NAN",0.01159015,"NAN","NAN","NAN","NAN","NAN",3607.119,2482.319,2887.336,2100.423,2196.643
"2014-12-15 09:00:00",4342,-0.00165576,"NAN","NAN",0.01142475,"NAN","NAN","NAN","NAN","NAN",3604.523,2482.072,2888.541,2100.215,2195.679
"2014-12-15 10:00:00",4402,-0.0009934364,"NAN","NAN",0.01241796,"NAN","NAN","NAN","NAN","NAN",3604.273,2481.899,2887.594,2100.069,2195.526
"2014-12-15 11:00:00",4462,0.001986982,"NAN","NAN",0.01341213,"NAN","NAN","NAN","NAN","NAN",3602.781,2481.899,2886.103,2100.069,2195.526
"2014-12-15 12:00:00",4522,0.00331147,"NAN","NAN",0.01159015,"NAN","NAN","NAN","NAN","NAN",3605.019,2481.154,2885.357,2100.069,2196.272
"2014-12-15 13:00:00",4582,0.002649166,"NAN","NAN",0.01059667,"NAN","NAN","NAN","NAN","NAN",3605.019,2480.408,2886.103,2098.577,2198.51
"2014-12-15 14:00:00",4642,0.001655779,"NAN","NAN",0.009272363,"NAN","NAN","NAN","NAN","NAN",3610.239,2481.154,2885.357,2098.577,2197.018
"2014-12-15 15:00:00",4702,0.0009934051,"NAN","NAN",0.01192086,"NAN","NAN","NAN","NAN","NAN",3612.476,2484.883,2884.612,2097.831,2197.764
"2014-12-15 16:00:00",4762,-0.0003311579,"NAN","NAN",0.01274958,"NAN","NAN","NAN","NAN","NAN",3610.985,2483.391,2885.357,2099.323,2197.764
"2014-12-15 17:00:00",4822,-0.00115909,"NAN","NAN",0.01556493,"NAN","NAN","NAN","NAN","NAN",3611.73,2484.883,2886.103,2100.814,2198.51
"2014-12-15 18:00:00",4882,-0.001324661,"NAN","NAN",0.01440569,"NAN","NAN","NAN","NAN","NAN",3613.664,2483.182,2885.86,2098.401,2198.324
"2014-12-15 19:00:00",4942,-0.002318132,"NAN","NAN",0.0163925,"NAN","NAN","NAN","NAN","NAN",3612.849,2481.643,2885.059,2097.615,2196.791
"2014-12-15 20:00:00",5002,-0.002649178,"NAN","NAN",0.01374261,"NAN","NAN","NAN","NAN","NAN",3612.704,2483.035,2884.198,2098.276,2195.212
"2014-12-15 21:00:00",5062,-0.003973996,"NAN","NAN",0.0117564,"NAN","NAN","NAN","NAN","NAN",3612.942,2483.944,2885.879,2099.16,2196.102
"2014-12-15 22:00:00",5122,-0.004305205,"NAN","NAN",0.01291561,"NAN","NAN","NAN","NAN","NAN",3613.788,2482.522,2885.959,2099.219,2197.654
"2014-12-15 23:00:00",5182,-0.004470659,"NAN","NAN",0.01871054,"NAN","NAN","NAN","NAN","NAN",3612.911,2480.194,2887.346,2098.396,2197.574
"2014-12-16 00:00:00",5242,-0.004636351,"NAN","NAN",0.01722073,"NAN","NAN","NAN","NAN","NAN",3612.175,2482.438,2885.862,2099.148,2199.072
"2014-12-16 01:00:00",5302,-0.003477044,"NAN","NAN",0.01821309,"NAN","NAN","NAN","NAN","NAN",3611.991,2480.075,2885.716,2097.55,2197.469
"2014-12-16 02:00:00",5362,-0.00397361,"NAN","NAN",0.01771568,"NAN","NAN","NAN","NAN","NAN",3611.301,2480.113,2885.014,2098.327,2198.248
"2014-12-16 03:00:00",5422,-0.003808269,"NAN","NAN",0.0200348,"NAN","NAN","NAN","NAN","NAN",3612.795,2480.861,2887.254,2099.075,2198.996
"2014-12-16 04:00:00",5482,-0.002483379,"NAN","NAN",0.01804589,"NAN","NAN","NAN","NAN","NAN",3611.864,2484.461,2885.614,2098.221,2198.137
"2014-12-16 05:00:00",5542,-0.001986599,"NAN","NAN",0.01870714,"NAN","NAN","NAN","NAN","NAN",3612.609,2482.224,2887.104,2098.967,2197.391
"2014-12-16 06:00:00",5602,-0.002317908,"NAN","NAN",0.01721875,"NAN","NAN","NAN","NAN","NAN",3613.354,2482.224,2887.104,2098.221,2198.136
"2014-12-16 07:00:00",5662,-0.001986722,"NAN","NAN",0.0170527,"NAN","NAN","NAN","NAN","NAN",3611.122,2479.244,2885.617,2098.969,2198.139
"2014-12-16 08:00:00",5722,-0.001655543,"NAN","NAN",0.01357545,"NAN","NAN","NAN","NAN","NAN",3611.957,2483.034,2885.688,2099.021,2198.194
"2014-12-16 09:00:00",5782,-0.001324585,"NAN","NAN",0.01225241,"NAN","NAN","NAN","NAN","NAN",3612.838,2481.635,2889.524,2099.845,2197.53
"2014-12-16 10:00:00",5842,-0.0009935389,"NAN","NAN",0.01506867,"NAN","NAN","NAN","NAN","NAN",3611.413,2480.936,2885.849,2099.138,2198.316
"2014-12-16 11:00:00",5902,-0.0001655776,"NAN","NAN",0.01457083,"NAN","NAN","NAN","NAN","NAN",3612.682,2483.765,2887.163,2099.009,2198.927
"2014-12-16 12:00:00",5962,0,"NAN","NAN",0.01274793,"NAN","NAN","NAN","NAN","NAN",3611.863,2480.733,2887.104,2097.476,2198.136
"2014-12-16 13:00:00",6022,0.0006622373,"NAN","NAN",0.01241695,"NAN","NAN","NAN","NAN","NAN",3611.836,2479.969,2887.083,2098.951,2197.374
"2014-12-16 14:00:00",6082,0.000993313,"NAN","NAN",0.01440304,"NAN","NAN","NAN","NAN","NAN",3613.353,2481.477,2887.103,2100.457,2198.135
"2014-12-16 15:00:00",6142,0,"NAN","NAN",0.01440321,"NAN","NAN","NAN","NAN","NAN",3612.607,2479.986,2886.358,2098.966,2196.644
"2014-12-16 16:00:00",6202,-0.002814542,"NAN","NAN",0.01771506,"NAN","NAN","NAN","NAN","NAN",3612.682,2480.783,2884.926,2098.264,2198.927
"2014-12-16 17:00:00",6262,-0.002152523,"NAN","NAN",0.0155644,"NAN","NAN","NAN","NAN","NAN",3612.863,2481.653,2885.816,2099.115,2199.037
"2014-12-16 18:00:00",6322,-0.001655736,"NAN","NAN",0.01606064,"NAN","NAN","NAN","NAN","NAN",3613.548,2481.611,2886.514,2099.079,2197.509
"2014-12-16 19:00:00",6382,-0.0003311179,"NAN","NAN",0.01076133,"NAN","NAN","NAN","NAN","NAN",3611.955,2483.033,2884.196,2099.02,2198.193
"2014-12-16 20:00:00",6442,-0.000993424,"NAN","NAN",0.02301431,"NAN","NAN","NAN","NAN","NAN",3611.472,2484.705,2885.896,2096.936,2195.369
"2014-12-16 21:00:00",6502,-0.001821336,"NAN","NAN",0.008113226,"NAN","NAN","NAN","NAN","NAN",3612.863,2484.636,2885.817,2097.623,2197.545
"2014-12-16 22:00:00",6562,-0.002649337,"NAN","NAN",0.005298673,"NAN","NAN","NAN","NAN","NAN",3613.22,2484.135,2886.847,2098.576,2196.271
"2014-12-16 23:00:00",6622,-0.003146073,"NAN","NAN",0.006954477,"NAN","NAN","NAN","NAN","NAN",3611.729,2486.373,2889.83,2100.068,2198.509
"2014-12-17 00:00:00",6682,-0.003311506,"NAN","NAN",0.009768943,"NAN","NAN","NAN","NAN","NAN",3614.712,2484.881,2888.339,2098.576,2198.509
"2014-12-17 01:00:00",6742,-0.002980363,"NAN","NAN",0.002649212,"NAN","NAN","NAN","NAN","NAN",3614.712,2485.627,2891.322,2099.322,2198.509
"2014-12-17 02:00:00",6802,-0.002483622,"NAN","NAN",0.001821323,"NAN","NAN","NAN","NAN","NAN",3613.966,2484.881,2890.576,2100.813,2197.763
"2014-12-17 03:00:00",6862,-0.002649257,"NAN","NAN",0.002814835,"NAN","NAN","NAN","NAN","NAN",3612.475,2484.881,2889.83,2099.322,2198.509
"2014-12-17 04:00:00",6922,-0.002318146,"NAN","NAN",0.001490236,"NAN","NAN","NAN","NAN","NAN",3613.966,2482.644,2890.576,2100.068,2198.509
"2014-12-17 05:00:00",6982,-0.003808351,"NAN","NAN",0.002649288,"NAN","NAN","NAN","NAN","NAN",3613.966,2481.898,2891.322,2099.322,2198.509
"2014-12-17 06:00:00",7042,-0.004801559,"NAN","NAN",0.002483565,"NAN","NAN","NAN","NAN","NAN",3613.966,2481.898,2890.576,2102.305,2199.254
"2014-12-17 07:00:00",7102,-0.0036426,"NAN","NAN",0.0018213,"NAN","NAN","NAN","NAN","NAN",3614.039,2481.948,2890.635,2099.364,2198.553
"2014-12-17 08:00:00",7162,-0.002814932,"NAN","NAN",-0.003642853,"NAN","NAN","NAN","NAN","NAN",3615.659,2482.037,2891.483,2100.185,2198.631
"2014-12-17 09:00:00",7222,-0.001655719,"NAN","NAN",0.0003311482,"NAN","NAN","NAN","NAN","NAN",3615.459,2481.899,2892.069,2100.814,2197.764
"2014-12-17 10:00:00",7282,-0.0003311496,"NAN","NAN",0.001159024,"NAN","NAN","NAN","NAN","NAN",3613.968,2482.645,2892.069,2100.069,2198.51
"2014-12-17 11:00:00",7342,0.0003311491,"NAN","NAN",0.0004967236,"NAN","NAN","NAN","NAN","NAN",3611.73,2481.899,2890.578,2100.814,2197.764
"2014-12-17 12:00:00",7402,0.0006623345,"NAN","NAN",0.001490253,"NAN","NAN","NAN","NAN","NAN",3609.493,2481.154,2891.323,2101.56,2198.51
"2014-12-17 13:00:00",7462,0.0003311673,"NAN","NAN",0.0009935017,"NAN","NAN","NAN","NAN","NAN",3611.63,2481.831,2889.752,2100.756,2198.448
"2014-12-17 14:00:00",7522,-0.0004967381,"NAN","NAN",0.001159056,"NAN","NAN","NAN","NAN","NAN",3610.472,2480.802,2889.422,2099.771,2198.198
"2014-12-17 15:00:00",7582,-0.001324679,"NAN","NAN",0.001324679,"NAN","NAN","NAN","NAN","NAN",3606.279,2481.74,2889.646,2101.426,2199.86
"2014-12-17 16:00:00",7642,-0.001490228,"NAN","NAN",0.00182139,"NAN","NAN","NAN","NAN","NAN",3606.928,2480.928,2891.06,2100.623,2198.31
"2014-12-17 17:00:00",7702,-0.0008279023,"NAN","NAN",0.0006623183,"NAN","NAN","NAN","NAN","NAN",3608.38,2481.646,2888.046,2099.855,2199.777
"2014-12-17 18:00:00",7762,-0.000993464,"NAN","NAN",0.001821351,"NAN","NAN","NAN","NAN","NAN",3609.431,2481.111,2889.036,2098.541,2199.217
"2014-12-17 19:00:00",7822,-0.0006622997,"NAN","NAN",0.001821324,"NAN","NAN","NAN","NAN","NAN",3607.254,2479.661,2888.339,2099.322,2199.254
"2014-12-17 20:00:00",7882,0,"NAN","NAN",0.003642604,"NAN","NAN","NAN","NAN","NAN",3608.746,2481.898,2889.085,2101.559,2199.254
"2014-12-17 21:00:00",7942,-0.0001655829,"NAN","NAN",0.003311659,"NAN","NAN","NAN","NAN","NAN",3607.254,2479.661,2887.593,2101.559,2198.509
"2014-12-17 22:00:00",8002,0.0003311656,"NAN","NAN",0.005298652,"NAN","NAN","NAN","NAN","NAN",3607.995,2479.658,2887.589,2100.811,2199.251
"2014-12-17 23:00:00",8062,0,"NAN","NAN",0.002318198,"NAN","NAN","NAN","NAN","NAN",3606.916,2480.174,2888.068,2101.362,2198.302
"2014-12-18 00:00:00",8122,-0.0003311594,"NAN","NAN",0.004636232,"NAN","NAN","NAN","NAN","NAN",3606.313,2480.273,2887.437,2100.7,2198.39
"2014-12-18 01:00:00",8182,-0.0004967453,"NAN","NAN",0.004305126,"NAN","NAN","NAN","NAN","NAN",3606.955,2480.201,2889.591,2102.876,2199.072
"2014-12-18 02:00:00",8242,-0.0003311511,"NAN","NAN",0.003808237,"NAN","NAN","NAN","NAN","NAN",3606.166,2479.426,2888.81,2101.36,2198.3
"2014-12-18 03:00:00",8302,-0.0003311591,"NAN","NAN",0.007285498,"NAN","NAN","NAN","NAN","NAN",3606.03,2478.587,2886.465,2101.281,2198.963
"2014-12-18 04:00:00",8362,-0.0004967682,"NAN","NAN",0.01357833,"NAN","NAN","NAN","NAN","NAN",3608.339,2480.127,2885.777,2100.577,2199.007
"2014-12-18 05:00:00",8422,-0.0003311537,"NAN","NAN",0.01192153,"NAN","NAN","NAN","NAN","NAN",3607.08,2478.795,2885.216,2102.203,2198.402
"2014-12-18 06:00:00",8482,-0.0009934122,"NAN","NAN",0.01142424,"NAN","NAN","NAN","NAN","NAN",3606.676,2479.264,2887.13,2100.477,2198.902
"2014-12-18 07:00:00",8542,-0.001324488,"NAN","NAN",0.009271415,"NAN","NAN","NAN","NAN","NAN",3608.7,2479.863,2885.469,2100.353,2198.772
"2014-12-18 08:00:00",8602,-0.001655604,"NAN","NAN",0.005960173,"NAN","NAN","NAN","NAN","NAN",3607.034,2478.252,2885.329,2100.251,2197.174
"2014-12-18 09:00:00",8662,-0.001324482,"NAN","NAN",0.005960171,"NAN","NAN","NAN","NAN","NAN",3609.767,2480.317,2885.13,2098.615,2196.277
"2014-12-18 10:00:00",8722,-0.0006622829,"NAN","NAN",0.01175552,"NAN","NAN","NAN","NAN","NAN",3609.761,2478.822,2888.852,2099.357,2197.019
"2014-12-18 11:00:00",8782,-0.0008278114,"NAN","NAN",0.01225162,"NAN","NAN","NAN","NAN","NAN",3608.413,2482.88,2888.37,2099.752,2196.652
"2014-12-18 12:00:00",8842,-0.001489914,"NAN","NAN",0.0122504,"NAN","NAN","NAN","NAN","NAN",3606.914,2480.638,2887.618,2101.238,2198.883
"2014-12-18 13:00:00",8902,-0.001986407,"NAN","NAN",0.01357378,"NAN","NAN","NAN","NAN","NAN",3608.658,2482.536,2887.225,2100.206,2197.093
"2014-12-18 14:00:00",8962,-0.001986613,"NAN","NAN",0.0158929,"NAN","NAN","NAN","NAN","NAN",3605.557,2479.473,2887.874,2099.391,2195.53
"2014-12-18 15:00:00",9022,-0.002317685,"NAN","NAN",0.0155616,"NAN","NAN","NAN","NAN","NAN",3605.557,2477.982,2887.129,2100.136,2197.02
"2014-12-18 16:00:00",9082,-0.003145317,"NAN","NAN",0.01622322,"NAN","NAN","NAN","NAN","NAN",3606.302,2477.982,2888.619,2098.646,2197.02
"2014-12-18 17:00:00",9142,-0.003145427,"NAN","NAN",0.01672043,"NAN","NAN","NAN","NAN","NAN",3607.793,2482.454,2889.364,2098.646,2197.02
"2014-12-18 18:00:00",9202,-0.002648768,"NAN","NAN",0.017217,"NAN","NAN","NAN","NAN","NAN",3604.807,2479.469,2887.87,2100.879,2197.762
"2014-12-18 19:00:00",9262,-0.002648765,"NAN","NAN",0.01837581,"NAN","NAN","NAN","NAN","NAN",3606.3,2482.452,2889.362,2098.644,2195.528
"2014-12-18 20:00:00",9322,-0.002648978,"NAN","NAN",0.01804616,"NAN","NAN","NAN","NAN","NAN",3604.747,2482.409,2890.058,2098.608,2194
"2014-12-18 21:00:00",9382,-0.001986573,"NAN","NAN",0.01804471,"NAN","NAN","NAN","NAN","NAN",3605.554,2482.452,2889.362,2098.644,2195.528
"2014-12-18 22:00:00",9442,-0.001655494,"NAN","NAN",0.01837599,"NAN","NAN","NAN","NAN","NAN",3604.809,2482.452,2890.107,2100.88,2194.037
"2014-12-18 23:00:00",9502,-0.001986737,"NAN","NAN",0.01721838,"NAN","NAN","NAN","NAN","NAN",3604.809,2480.216,2887.872,2100.135,2194.037
"2014-12-19 00:00:00",9562,-0.002483325,"NAN","NAN",0.01556217,"NAN","NAN","NAN","NAN","NAN",3602.434,2480.865,2888.505,2099.308,2195.443
"2014-12-19 01:00:00",9622,-0.00215231,"NAN","NAN",0.01390724,"NAN","NAN","NAN","NAN","NAN",3604.262,2481.33,2887.434,2097.581,2195.195
"2014-12-19 02:00:00",9682,-0.001821292,"NAN","NAN",0.01556376,"NAN","NAN","NAN","NAN","NAN",3604.947,2478.308,2888.13,2098.291,2195.903
